lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
11,0,107.0,10,10,3,1,1,0,3,1
2,0,88.0,3,9,2,1,0,0,0,0
31,0,168.63,10,19,4,1,0,0,5,0
0,1,122.5,12,30,4,4,0,0,0,1
35,1,200.0,9,26,4,1,1,0,0,1
8,0,63.4,12,16,4,2,0,3,0,1
1,0,76.0,1,5,2,1,0,0,0,1
7,0,106.0,7,6,2,2,0,0,4,1
154,0,71.6,5,9,4,3,1,0,0,0
79,1,112.5,8,13,4,1,2,0,0,1
4,0,137.0,3,22,4,2,0,0,3,1
104,0,150.3,8,24,4,4,0,0,3,0
113,0,121.5,7,12,4,3,0,0,0,1
90,0,81.62,4,21,3,3,0,0,0,1
247,1,100.3,9,26,4,5,2,0,0,0
14,2,102.41,5,23,4,2,1,0,0,1
98,0,94.5,7,12,4,1,0,3,0,0
4,0,67.0,8,30,2,1,0,0,0,1
54,1,88.4,12,24,4,2,2,0,0,1
78,2,151.2,10,7,4,2,1,0,3,1
32,1,135.9,7,3,4,2,2,0,0,1
9,0,72.8,1,27,4,2,0,0,0,1
106,1,85.7,4,28,4,3,0,0,3,1
184,1,105.3,7,10,4,0,1,0,0,0
0,0,97.0,3,5,4,1,0,3,0,1
58,0,159.3,5,18,4,1,0,0,3,0
148,3,130.05,7,15,4,2,2,0,3,1
119,0,137.7,7,26,4,3,0,0,3,1
11,0,79.05,11,17,4,3,2,3,0,0
30,1,104.64,9,15,4,2,0,0,0,1
55,0,60.0,11,17,3,4,0,0,3,1
1,1,12.0,10,10,3,1,1,0,0,1
81,0,96.3,4,15,4,2,0,0,0,0
11,1,119.0,5,31,4,2,0,3,0,0
1,0,95.0,3,9,4,1,0,0,0,1
162,2,130.5,7,16,4,1,1,0,0,0
159,1,143.55,10,1,4,3,2,1,0,0
70,2,90.95,4,4,4,3,1,0,0,1
11,2,182.0,3,24,4,2,0,0,3,1
3,0,6.0,9,19,4,2,2,0,0,1
30,0,85.5,6,19,3,2,2,0,0,1
1,1,103.18,10,9,4,0,1,3,0,1
5,0,65.0,7,10,2,0,2,0,0,1
58,1,116.1,6,17,4,2,1,3,0,1
55,2,124.1,3,20,4,3,2,0,3,1
8,0,81.7,1,10,4,6,4,0,0,1
69,1,135.9,9,5,4,3,1,0,0,1
2,1,175.0,9,11,4,0,1,0,0,1
188,1,84.82,8,25,4,3,2,0,1,1
1,2,101.0,4,4,4,0,1,0,0,1
80,2,93.6,11,18,4,2,1,0,0,1
5,0,75.0,12,8,2,3,0,0,0,1
104,0,91.5,10,6,3,2,0,1,0,0
3,1,140.0,8,13,4,3,0,0,0,1
0,0,69.74,6,12,4,0,2,3,0,1
0,0,147.59,9,16,4,1,0,3,3,1
187,1,80.75,9,12,3,4,1,0,1,1
136,0,107.95,5,16,4,3,1,0,3,1
19,0,89.0,9,12,4,0,1,3,0,1
71,2,171.3,4,7,4,3,0,0,5,1
144,1,118.15,5,27,4,2,2,0,3,0
5,1,67.05,2,21,4,5,3,0,3,1
3,1,161.0,5,28,4,1,0,0,0,1
196,0,121.98,9,3,4,6,2,0,3,0
1,0,180.0,9,26,4,1,0,0,0,1
1,0,149.0,5,23,4,0,1,3,0,1
66,2,149.4,9,15,4,3,0,0,3,1
0,0,97.0,5,9,4,0,1,0,0,1
256,2,94.35,10,23,4,3,2,0,0,0
57,1,132.6,5,15,4,3,2,0,3,1
0,0,109.0,3,16,4,1,0,0,0,1
83,0,162.3,8,21,4,1,2,0,3,1
12,0,104.0,12,12,4,0,1,0,0,1
38,1,77.86,12,2,4,2,2,0,1,1
0,1,140.25,10,24,4,2,2,0,0,1
4,0,90.78,12,9,4,3,2,0,0,1
7,1,95.0,11,2,4,3,1,0,0,1
45,1,79.2,12,16,4,2,1,3,0,1
190,0,112.5,10,28,4,2,1,0,0,0
80,0,84.95,2,24,4,2,0,0,0,1
203,0,90.95,8,29,4,3,1,0,0,0
8,0,77.92,12,27,4,1,2,3,0,1
22,1,80.3,1,28,4,3,0,0,0,1
38,0,60.0,1,10,3,3,2,0,0,1
282,2,83.3,12,29,4,3,1,0,0,0
77,2,149.4,7,3,4,5,3,0,3,1
8,2,116.27,6,30,4,3,0,0,0,1
12,2,130.22,3,1,4,5,0,1,0,0
35,2,74.8,12,4,4,5,2,3,0,1
205,0,86.63,7,21,4,2,0,0,1,0
42,1,76.05,3,22,3,3,0,0,0,1
122,0,99.45,5,3,4,4,0,0,0,1
30,2,146.1,7,15,4,4,2,0,0,1
190,1,105.3,10,29,4,1,2,0,0,0
83,1,118.8,7,15,4,2,1,0,3,0
10,2,140.0,8,18,4,1,0,0,0,1
0,0,69.99,4,20,4,1,0,0,0,1
15,2,115.0,9,16,4,2,0,3,3,1
41,1,104.99,8,15,4,2,1,3,0,1
98,0,95.0,9,30,3,2,0,0,0,0
0,1,65.0,8,1,2,0,1,0,0,1
18,1,107.65,10,16,4,3,2,0,3,1
5,1,138.5,4,14,4,3,1,0,3,1
51,0,159.3,5,7,4,1,2,0,3,0
4,0,110.71,10,24,4,0,1,3,3,1
28,1,114.0,4,16,4,1,1,0,0,1
50,0,242.9,8,19,4,2,1,0,5,0
81,0,95.0,9,5,3,4,1,0,0,0
34,0,85.0,10,26,3,4,1,0,0,1
6,0,139.0,6,30,4,1,0,3,0,0
5,0,96.0,10,4,4,1,2,0,0,1
254,1,98.25,10,13,4,2,0,0,0,0
18,1,83.04,12,2,4,2,2,3,0,1
21,0,85.0,10,25,3,3,0,3,0,1
109,1,68.0,7,15,4,7,2,0,0,0
155,0,89.76,10,21,3,2,0,0,0,0
28,0,156.0,5,28,4,1,0,0,3,1
94,0,90.08,4,15,4,2,1,0,3,1
99,2,198.9,5,29,4,0,1,0,5,1
25,2,103.95,4,12,4,2,0,3,0,1
1,0,101.0,3,28,4,0,1,0,0,1
7,1,124.67,8,26,4,2,1,3,0,1
0,0,124.0,8,18,4,1,0,0,0,1
46,0,198.9,5,14,4,1,1,0,5,0
0,1,90.0,8,1,4,0,1,3,0,1
47,0,91.8,3,10,4,3,0,0,3,0
167,0,119.85,9,3,4,10,4,0,0,0
1,0,209.5,9,15,4,2,0,0,3,0
3,1,67.0,10,23,2,0,2,0,0,1
21,1,102.0,11,1,4,4,0,0,0,0
116,0,0.0,2,28,4,2,2,0,0,1
0,0,139.0,3,20,4,0,1,0,3,1
17,3,92.91,12,29,4,5,2,3,0,1
2,1,75.0,12,2,4,2,0,3,0,1
162,0,103.5,8,8,4,2,1,3,0,0
16,0,107.0,8,28,3,3,2,0,3,1
30,1,94.5,9,13,4,0,2,0,0,1
1,0,140.0,10,21,4,2,0,0,0,1
135,1,99.0,7,5,4,2,0,3,0,1
6,3,111.67,10,16,4,1,2,3,0,1
147,0,132.3,10,7,4,2,1,0,3,1
4,1,153.0,5,23,3,0,1,3,0,1
9,1,81.0,2,12,4,2,0,3,0,1
47,2,150.3,7,2,4,1,1,0,3,1
9,0,157.0,6,8,4,2,0,0,3,1
0,1,89.0,4,16,4,1,0,3,0,1
4,2,0.0,12,5,1,1,0,0,0,1
29,1,105.0,9,15,4,1,0,0,0,1
1,0,55.0,3,15,1,2,0,0,0,1
16,0,89.22,4,8,4,3,2,0,3,1
48,2,177.3,8,18,4,3,2,0,3,1
1,0,65.0,8,4,2,2,0,0,0,0
3,0,65.0,2,15,2,0,1,0,0,0
55,1,94.5,10,9,4,2,0,0,0,1
86,1,85.5,4,27,4,1,0,0,0,1
42,0,118.0,12,31,3,3,0,0,0,1
21,1,129.0,10,2,4,1,2,3,0,1
83,1,105.3,3,19,4,1,1,0,0,1
4,1,176.0,5,27,4,1,0,0,3,1
15,0,111.0,12,3,4,1,0,0,0,1
1,0,66.0,1,12,2,1,0,0,0,1
80,1,99.1,8,27,4,1,0,0,0,1
4,1,151.0,7,14,4,1,0,0,0,1
66,0,120.6,8,31,4,4,0,3,0,0
75,0,123.3,7,11,4,1,1,0,3,0
0,0,116.0,3,4,4,2,0,0,3,1
270,0,62.8,4,20,4,4,0,0,0,0
1,0,114.0,8,11,4,3,0,0,0,1
36,0,154.0,12,16,4,2,0,0,3,0
82,0,80.75,5,17,3,2,0,0,0,1
16,1,103.36,9,27,4,3,0,3,0,1
20,1,131.35,12,28,4,4,0,0,3,1
1,1,148.0,8,30,4,2,0,0,0,1
11,1,104.0,12,16,4,1,0,0,0,1
0,0,67.0,12,13,2,1,0,0,0,1
17,1,126.0,10,5,4,0,1,0,0,1
297,0,106.0,12,19,2,2,1,0,4,1
0,2,168.3,8,20,4,1,0,0,3,1
26,1,160.0,10,2,4,0,2,0,0,1
153,0,116.1,9,4,4,0,2,3,0,0
52,0,51.0,3,13,4,2,2,3,0,1
1,1,120.0,3,10,4,1,0,0,0,1
4,0,93.0,2,20,4,1,0,0,0,1
121,0,114.3,5,16,4,2,1,0,3,1
4,0,190.0,12,3,4,1,0,0,5,1
24,0,95.0,9,18,3,1,2,0,0,1
4,0,115.0,9,15,3,2,0,0,0,1
88,0,151.2,10,10,4,3,1,0,3,0
107,0,52.36,7,17,4,2,0,0,0,0
63,2,144.9,8,9,4,2,0,0,0,1
47,2,83.16,10,2,4,0,2,3,0,1
14,2,89.0,9,11,4,0,1,3,0,1
6,0,100.0,3,4,4,1,0,3,0,1
215,0,177.09,11,6,4,5,2,0,0,0
6,0,98.0,5,18,2,1,0,0,0,1
0,0,123.0,10,20,2,1,0,0,0,1
0,2,147.0,6,22,4,1,0,0,3,1
2,1,98.0,8,10,4,1,1,0,0,0
78,2,0.0,11,16,4,0,0,1,3,1
163,1,73.37,4,9,4,5,2,0,0,1
7,1,97.0,5,16,4,0,1,0,0,1
25,4,155.67,9,16,4,2,1,0,0,1
1,0,65.0,12,10,2,1,0,0,0,1
12,0,65.0,10,27,2,1,0,0,0,1
3,0,124.0,6,27,3,1,1,3,0,1
53,2,151.2,10,10,4,3,1,0,3,1
143,1,114.3,8,14,4,2,2,0,0,1
75,0,78.0,3,21,4,1,1,0,1,1
89,0,96.3,4,12,4,3,0,0,0,1
104,2,186.3,4,27,4,2,0,0,5,1
30,1,88.56,7,14,3,3,1,3,0,1
110,0,108.3,7,11,4,2,1,0,0,1
70,0,127.8,7,31,4,0,1,0,3,0
103,0,72.25,7,18,3,3,1,0,0,0
7,1,78.0,11,30,4,2,0,3,0,0
19,0,48.67,2,8,3,2,1,0,3,1
0,0,0.0,8,4,1,2,0,0,0,1
186,0,112.0,8,14,3,1,2,0,0,0
0,0,66.4,5,9,3,0,1,3,0,1
144,0,123.3,10,25,4,5,0,0,3,0
99,0,60.67,12,30,3,3,0,0,3,1
206,0,106.0,9,19,2,2,1,0,4,0
7,2,193.0,2,29,4,2,1,1,3,1
64,1,79.2,11,20,4,1,2,3,0,1
24,2,104.55,5,29,4,2,2,0,0,1
71,0,101.87,10,7,4,2,2,0,3,0
14,0,109.0,6,8,4,1,0,3,0,1
24,0,53.58,12,18,4,2,1,0,0,1
18,1,94.96,10,31,4,2,2,0,0,1
8,0,92.4,10,15,4,1,0,0,0,1
0,2,155.0,10,19,4,0,1,0,3,1
5,1,88.12,1,15,4,12,5,0,3,1
53,1,60.98,12,9,4,2,1,3,0,1
2,2,156.0,8,26,4,1,0,0,5,1
84,1,231.0,12,8,4,3,0,1,5,1
0,1,123.2,10,10,4,0,1,0,0,1
11,0,70.0,3,7,3,3,1,0,0,1
53,1,125.1,9,26,4,0,1,3,0,0
41,1,107.0,3,27,3,1,2,1,0,1
88,0,80.75,6,8,3,4,1,0,0,0
46,0,67.15,3,13,4,2,2,3,0,0
57,0,96.3,4,18,4,1,1,0,0,0
65,1,88.0,11,11,4,1,0,3,0,1
80,0,96.3,4,25,4,0,1,0,0,0
148,0,138.14,8,16,4,5,2,0,3,0
50,0,96.3,4,3,4,0,1,0,0,0
9,0,166.0,7,21,4,1,0,0,3,0
133,0,118.8,9,3,4,1,2,3,0,0
71,1,155.49,11,8,4,5,1,0,5,1
14,0,58.0,12,14,3,4,1,0,0,1
22,0,141.0,6,15,4,2,0,0,0,0
41,1,158.95,7,31,3,3,2,0,4,1
114,0,191.0,7,17,4,5,4,1,3,0
19,0,96.0,12,16,4,2,0,0,0,1
172,1,100.3,6,4,4,2,2,0,0,0
23,0,118.8,9,6,4,3,2,0,0,1
68,1,96.99,5,21,4,3,2,0,3,1
65,0,118.8,4,16,4,1,0,0,3,0
34,1,99.3,1,22,4,2,1,0,0,1
65,1,96.2,12,30,4,4,1,0,0,1
79,0,95.0,9,3,3,5,2,0,0,1
238,0,112.5,10,28,4,2,1,0,0,0
7,0,79.14,11,15,4,7,2,3,0,0
107,1,109.16,7,9,4,5,2,0,0,1
56,0,82.45,3,6,4,5,2,0,3,0
12,0,65.0,10,9,2,0,1,0,0,1
104,0,104.55,4,27,4,4,1,0,3,0
135,0,132.3,10,1,4,1,2,0,3,0
2,1,40.0,3,16,2,3,0,0,0,1
17,2,89.89,12,3,4,2,2,0,0,1
41,1,78.54,10,14,4,4,0,0,3,1
68,0,43.43,2,20,3,5,2,0,0,1
148,0,130.0,9,14,3,3,0,0,0,0
2,2,168.0,6,16,4,1,0,0,0,1
70,0,99.3,4,17,4,1,2,0,0,1
1,1,90.33,1,17,4,4,2,0,0,1
95,2,90.95,4,25,4,3,1,0,0,1
44,0,75.0,11,2,3,2,0,0,0,1
14,3,138.05,8,13,4,1,1,0,1,1
110,0,113.5,12,9,3,4,0,0,6,1
31,2,126.9,6,12,4,3,2,0,0,1
6,1,80.0,2,20,4,1,0,3,0,1
126,0,55.0,3,24,3,3,0,0,0,1
11,1,126.0,9,30,4,1,0,0,0,1
3,1,67.0,6,20,2,1,1,0,0,1
2,1,123.68,11,21,4,3,1,1,0,1
57,0,78.3,3,11,4,2,1,0,0,0
26,0,65.52,2,11,4,3,0,0,0,1
58,1,152.08,9,26,4,3,1,0,5,1
11,0,69.6,1,12,4,2,0,0,0,1
60,0,204.0,11,7,4,2,1,3,4,0
24,0,120.0,6,6,4,2,1,0,0,0
23,1,79.0,2,12,4,2,1,3,0,0
22,1,104.22,9,24,4,3,2,0,3,1
18,2,166.0,6,16,4,3,0,0,3,1
65,1,125.1,9,27,4,3,0,3,0,1
86,1,85.5,4,26,4,1,0,3,0,1
53,0,75.0,11,18,3,2,1,0,0,1
2,0,65.0,9,27,2,0,2,0,0,0
6,0,108.0,2,5,4,2,0,0,3,1
10,2,156.0,8,13,4,1,1,0,0,1
33,2,197.0,11,7,4,2,1,0,0,1
128,1,65.83,6,30,4,2,0,3,0,1
3,0,143.0,7,10,2,2,2,0,4,1
19,1,139.0,9,23,4,2,1,0,0,1
7,1,117.04,10,3,4,2,1,0,0,1
15,2,168.0,6,19,4,1,2,0,3,1
0,0,75.0,1,6,4,1,0,3,0,1
188,2,85.5,10,27,4,3,0,3,0,0
111,1,159.3,5,20,4,2,0,0,3,0
6,2,145.0,10,6,4,2,0,0,0,1
12,1,89.0,1,16,4,5,2,0,0,1
50,1,123.3,9,2,4,2,1,0,3,0
92,0,68.0,7,7,4,4,0,0,0,0
202,0,80.24,6,20,3,5,2,0,0,1
104,0,94.5,7,16,4,1,0,3,0,0
14,0,47.78,11,6,3,7,2,0,0,1
1,1,96.0,3,23,4,1,0,0,0,1
138,1,68.0,7,11,4,6,3,0,0,0
39,0,85.5,9,4,4,2,2,0,0,1
122,2,153.0,5,12,4,3,0,0,3,1
39,0,117.9,7,3,4,1,2,0,0,0
0,1,75.0,12,11,2,1,0,0,0,1
15,0,136.0,6,13,4,3,1,0,3,0
5,1,122.0,6,22,4,2,0,3,0,1
8,1,86.72,11,11,4,2,2,0,0,1
9,1,115.0,2,27,4,1,1,0,3,0
24,1,130.0,2,27,4,1,0,0,3,1
101,0,72.25,7,24,3,3,2,0,0,0
36,2,152.4,4,28,4,3,0,0,3,1
0,2,88.0,12,28,4,1,0,3,0,1
3,1,128.0,8,20,4,1,1,3,0,1
10,2,172.0,4,29,4,2,2,0,3,1
24,1,60.75,11,3,3,4,0,0,0,1
282,0,115.6,12,29,4,3,1,1,0,1
35,1,120.0,12,28,4,2,0,3,0,1
44,1,259.2,8,10,4,1,0,1,5,1
259,0,72.0,11,12,4,5,2,0,1,0
64,0,85.0,5,10,3,4,0,3,0,1
70,3,168.3,9,11,4,4,2,0,3,1
1,1,89.0,4,16,4,1,0,3,0,1
148,2,133.45,7,21,4,3,2,0,0,1
130,1,116.1,5,30,4,1,1,3,0,1
88,0,88.7,3,23,4,4,0,0,0,1
0,0,69.01,6,9,4,1,0,3,0,1
77,1,134.85,5,14,4,2,2,0,3,1
36,0,137.7,4,10,4,1,2,0,0,0
86,1,104.4,10,28,4,2,0,0,3,1
261,1,106.25,11,15,4,4,0,1,0,0
1,1,63.75,12,2,4,2,0,0,0,1
9,3,99.0,8,20,4,2,0,0,0,1
21,1,94.35,6,12,4,1,2,0,0,1
80,1,114.9,12,27,4,3,0,0,3,1
9,1,107.0,11,12,4,3,1,0,3,1
191,1,80.75,5,12,3,2,0,0,0,1
123,1,94.5,5,17,4,3,0,3,0,1
195,2,96.3,10,28,4,2,2,0,0,1
58,2,159.3,6,10,4,2,1,0,3,1
19,0,98.0,12,12,3,2,1,1,0,1
94,0,111.6,4,28,4,2,0,0,0,1
48,1,138.6,12,23,4,2,1,0,3,1
103,3,118.8,10,17,4,4,1,0,0,1
8,0,159.5,8,13,4,1,1,0,0,1
1,0,176.0,9,22,3,3,1,0,0,1
98,1,117.9,8,21,4,2,2,0,0,1
20,0,221.0,4,2,4,1,0,0,5,0
89,2,137.7,7,25,4,2,1,0,3,1
50,2,93.6,11,18,4,2,1,0,0,1
90,0,80.75,4,12,4,4,0,3,0,1
268,2,96.3,10,28,4,2,1,0,0,1
11,2,155.0,10,9,4,1,0,0,3,1
38,0,168.3,8,17,4,1,0,0,3,1
61,1,88.0,11,11,4,2,1,3,0,1
76,1,237.2,6,17,4,2,2,0,1,1
39,1,117.9,3,28,4,0,1,0,0,1
1,1,62.91,2,5,4,2,2,0,0,1
104,1,72.25,4,18,4,3,1,0,0,0
23,0,133.95,6,12,4,0,1,0,3,1
5,3,206.0,5,28,4,1,0,0,3,1
34,2,103.5,10,12,4,1,1,0,0,1
38,1,76.23,9,2,4,1,0,3,0,1
6,0,79.0,3,16,2,1,0,0,0,1
0,0,83.03,3,8,4,1,0,0,1,1
47,1,76.56,11,11,4,3,2,3,0,0
76,1,69.52,3,14,4,2,1,0,1,1
109,1,74.8,12,20,4,5,2,3,0,1
3,0,65.0,5,30,2,2,1,0,0,1
0,0,87.2,10,8,4,1,1,3,0,1
44,0,89.1,6,22,4,2,0,3,0,0
9,0,65.0,12,10,2,1,0,0,0,1
59,1,94.5,7,24,4,2,2,3,0,1
28,1,87.01,10,19,4,1,0,3,0,1
1,0,95.0,4,6,0,2,0,0,0,1
163,0,159.3,9,23,4,1,0,0,3,0
54,1,92.0,3,14,3,4,1,1,0,1
199,1,128.7,8,28,4,0,1,0,3,0
2,1,103.0,3,8,4,1,0,0,0,1
144,1,100.87,7,25,4,5,1,0,0,1
73,0,59.5,3,20,3,2,2,0,0,1
102,0,40.67,1,3,3,1,2,0,0,1
266,2,69.36,12,4,3,1,2,1,3,1
97,2,68.79,10,19,4,2,1,0,1,1
0,0,135.0,12,31,4,1,0,0,0,1
130,1,90.95,6,28,4,5,0,0,0,0
19,0,174.5,3,18,4,2,0,1,0,0
28,2,147.0,6,21,4,1,0,0,3,1
13,2,160.0,10,15,4,1,2,0,0,1
28,2,116.56,9,19,4,3,2,0,0,1
42,4,121.33,11,11,4,2,1,0,0,1
23,2,117.0,10,8,4,2,0,0,3,1
57,0,113.85,12,26,4,6,4,0,0,1
3,0,95.0,6,23,3,1,0,0,0,1
4,0,110.0,10,29,0,1,0,0,3,0
87,0,90.0,12,17,3,1,2,0,0,1
1,1,89.0,8,9,4,2,2,3,0,1
1,0,128.52,12,24,4,3,2,0,3,1
273,1,90.3,10,31,4,2,1,0,0,1
3,2,168.0,8,13,4,1,0,3,0,1
191,1,130.5,8,23,4,2,0,0,0,0
24,1,124.0,9,18,4,2,1,0,0,0
38,1,120.7,12,21,4,4,1,0,0,1
15,0,58.0,12,19,3,2,2,0,0,1
4,1,98.0,6,7,2,1,0,0,0,1
34,1,6.5,2,28,1,0,2,0,0,1
73,1,119.85,5,12,4,3,2,0,0,1
26,0,111.35,6,14,4,3,0,0,0,0
18,0,138.0,5,7,4,3,2,0,3,0
71,0,96.3,3,18,4,2,1,0,3,1
168,0,168.3,7,4,4,2,1,0,5,0
127,2,80.1,10,30,4,0,1,3,0,1
78,0,96.3,4,8,4,2,1,0,0,1
96,0,90.95,9,13,3,3,0,0,3,1
13,0,118.0,4,10,4,0,2,0,0,1
66,1,108.0,10,16,4,2,2,3,0,0
125,0,85.5,7,26,4,0,1,0,0,0
55,0,85.85,3,29,4,4,0,0,0,1
201,1,96.62,8,12,4,4,2,0,0,0
12,0,89.59,12,3,4,3,2,0,0,1
19,0,96.0,9,17,4,1,0,3,0,1
30,1,118.58,10,16,4,2,2,0,3,1
3,2,111.0,2,5,4,2,0,0,0,1
144,1,96.3,6,27,4,2,1,0,0,1
17,0,95.0,9,26,2,1,1,0,0,1
1,0,59.75,1,8,4,3,2,0,3,1
14,0,57.75,12,14,4,0,1,3,0,1
56,0,154.71,6,20,4,3,1,0,5,0
28,0,213.63,5,17,4,3,0,0,5,0
127,0,105.3,5,6,4,2,0,0,0,0
50,1,140.4,5,17,4,3,0,0,3,1
39,1,75.8,2,19,4,2,0,3,0,1
38,0,90.2,3,23,4,2,0,3,0,1
130,1,114.3,8,11,4,4,2,0,0,1
13,1,139.0,8,11,4,1,0,3,0,1
50,1,93.5,3,21,4,3,1,0,0,1
13,0,131.89,12,2,4,4,2,0,3,1
157,0,112.0,7,16,3,1,1,0,0,0
95,1,99.9,10,31,4,0,1,0,0,1
66,2,67.91,12,5,4,1,1,0,0,1
17,1,123.62,9,22,4,3,0,0,0,1
11,1,124.0,9,2,4,2,0,3,0,1
9,0,167.0,4,22,4,2,1,0,3,0
80,0,75.0,4,24,3,1,2,0,0,1
34,2,153.0,10,7,4,2,2,0,3,1
18,0,123.5,9,7,4,3,1,0,0,1
28,1,90.25,9,4,4,2,2,0,0,1
100,0,102.34,12,26,4,4,1,0,0,0
5,0,129.0,3,22,4,5,0,0,0,0
67,1,103.14,12,27,4,3,2,0,0,1
12,0,136.0,6,12,4,2,2,0,3,0
32,3,94.5,9,5,4,1,2,0,0,1
1,1,153.0,8,11,4,4,0,3,5,1
4,0,59.5,3,15,3,5,0,3,0,1
22,0,75.0,10,20,3,3,0,0,3,1
13,0,58.0,12,17,3,3,0,0,0,1
1,0,151.33,10,9,4,2,1,0,0,1
225,3,70.55,12,27,4,5,0,3,0,1
68,1,112.2,4,6,4,5,2,0,3,1
165,0,150.45,9,2,4,3,2,0,3,0
43,0,126.6,4,27,4,3,0,0,3,1
29,2,94.5,9,15,4,2,0,0,0,1
6,0,105.0,11,3,4,2,0,0,3,1
239,0,92.65,12,26,4,4,1,0,0,0
18,0,98.6,5,29,4,2,2,0,0,0
27,1,104.72,6,13,4,3,1,0,3,1
44,0,78.3,3,3,4,3,0,0,0,0
1,0,91.33,2,10,4,3,0,0,0,1
203,0,87.99,8,17,4,3,0,0,0,0
3,1,0.0,1,25,1,0,1,0,6,1
93,1,122.4,11,3,4,3,0,0,3,1
8,1,91.0,2,5,4,2,0,0,0,0
52,1,120.7,12,3,4,3,2,1,0,1
54,1,191.2,10,28,4,2,2,0,6,1
77,0,99.96,10,10,3,3,1,0,3,1
4,0,66.0,1,12,2,2,0,0,0,1
47,1,124.1,3,18,4,2,2,0,3,0
183,2,137.7,8,8,4,1,1,0,3,0
109,0,68.0,8,26,3,2,2,0,0,1
114,1,79.2,12,12,4,0,1,3,0,1
0,1,117.04,10,9,4,2,0,3,0,1
111,1,140.4,5,21,4,1,1,0,3,0
4,1,65.0,10,11,2,3,0,0,0,1
1,1,135.0,12,31,4,1,0,0,0,1
96,0,78.2,11,6,3,5,2,0,3,0
0,0,65.0,8,19,2,1,0,0,0,1
62,0,65.66,2,18,4,3,2,0,1,0
91,1,107.1,8,21,4,0,2,3,0,1
72,1,81.3,3,16,4,3,0,0,0,1
23,0,94.35,6,12,4,0,1,0,0,1
64,0,94.5,7,24,4,2,2,3,0,0
107,1,108.0,10,21,4,2,1,3,0,1
35,1,78.3,2,13,4,4,2,0,0,1
75,0,108.45,3,22,4,4,0,0,3,1
5,1,89.0,3,21,4,1,1,3,0,1
73,1,79.2,12,2,4,2,0,3,0,1
14,2,167.0,8,1,4,2,1,0,3,1
115,3,107.64,10,22,4,3,2,0,0,1
28,1,90.0,4,6,2,1,0,0,3,1
58,1,54.05,12,24,4,1,0,3,0,1
18,1,129.67,4,12,4,3,0,0,0,1
163,1,78.96,8,8,4,3,1,0,0,1
60,2,135.9,8,8,4,3,1,0,0,1
168,0,205.0,11,25,4,2,2,0,6,0
91,3,89.25,10,19,4,2,1,0,0,1
16,1,120.0,12,29,4,3,0,3,0,1
87,1,105.3,3,24,4,3,0,0,0,0
61,0,134.53,6,18,4,2,2,0,3,0
3,0,110.0,10,3,0,0,1,0,3,1
21,1,129.0,9,18,4,1,2,3,0,0
209,1,72.75,7,2,4,4,2,0,3,1
164,0,114.3,7,10,4,0,2,0,0,0
132,0,72.25,7,14,3,3,0,0,0,1
239,0,85.5,10,28,4,2,0,3,0,0
0,1,150.0,5,11,4,3,0,0,0,1
85,0,71.0,2,3,4,4,1,0,0,1
94,0,123.3,7,21,4,3,1,0,3,1
75,3,79.2,11,17,4,3,0,3,0,1
0,0,84.0,4,5,3,1,0,3,0,1
2,1,45.0,4,20,2,1,0,0,0,1
31,2,80.0,7,22,3,2,1,0,0,1
35,0,67.5,2,12,4,2,0,3,0,0
79,0,89.25,9,18,4,1,0,0,0,0
33,1,95.0,1,25,2,1,1,0,0,1
21,0,210.6,5,15,4,0,1,1,3,0
30,1,162.35,6,20,4,0,1,0,5,1
33,0,85.0,3,14,3,2,1,0,0,0
30,1,186.22,11,2,4,9,4,0,5,0
63,2,103.5,7,23,4,1,0,3,0,1
2,0,85.0,10,13,3,1,0,0,0,1
17,0,108.0,3,4,4,1,0,0,3,1
25,0,178.25,1,1,4,2,2,0,1,0
3,0,67.5,1,9,4,1,1,3,0,1
118,0,119.0,6,6,3,1,1,0,0,1
86,1,88.2,11,30,4,1,0,0,0,1
11,0,151.0,8,9,4,3,0,0,0,0
57,1,136.8,11,17,4,2,0,1,3,0
57,1,112.2,11,11,4,2,1,0,0,0
10,2,174.0,12,11,4,0,1,0,5,1
27,1,93.0,2,18,4,3,0,0,0,1
34,1,134.1,8,15,4,2,1,3,0,1
85,1,151.2,10,7,4,2,0,0,3,1
86,1,105.0,9,24,3,2,0,0,0,1
26,1,119.0,10,16,4,3,2,3,0,0
135,1,155.7,8,9,4,3,0,0,3,1
45,3,217.75,3,15,4,8,2,0,6,1
1,0,174.0,12,1,4,1,0,0,5,1
15,1,68.99,1,24,4,1,2,0,0,1
151,0,95.4,6,2,4,3,0,3,0,0
8,1,200.2,9,30,4,1,0,0,5,1
12,1,93.0,2,7,4,0,1,0,0,0
59,1,134.62,12,22,4,2,0,0,5,1
15,1,58.35,9,9,3,4,0,3,0,1
251,1,105.64,9,3,4,5,2,0,3,0
16,1,111.0,5,29,4,0,1,0,0,1
21,2,110.0,8,31,4,2,0,3,0,1
161,0,95.88,9,19,3,3,1,0,0,1
24,0,59.5,2,25,3,3,1,0,0,1
28,2,95.95,10,12,4,1,1,0,0,1
200,1,187.5,8,24,4,4,0,1,3,0
149,0,80.75,8,27,3,3,2,0,0,1
